Code,Borough,Neighborhood,Year,Population,Hectares,Square_Kilometres,Population_per_hectare,Population_per_square_kilometre,address,Latitude,Longitude
E05000625,Wandsworth,Thamesfield,2020,17485,192.1,1.921,91.02030193,9102.030193,"Thamesfield, Wandsworth, England",0.0,0.0
E05000084,Bexley,Thamesmead East,2020,13964,483.7,4.837,28.86913376,2886.913376,"Thamesmead East, Bexley, England",51.47253155,0.1623513929190205
E05000228,Greenwich,Thamesmead Moorings,2020,21072,481.1,4.811,43.79962586,4379.962586,"Thamesmead Moorings, Greenwich, England",51.4989335,0.1148486
E05000553,Southwark,The Lane,2020,17189,139.0,1.39,123.6618705,12366.18705,"The Lane, Southwark, England",51.5029222,-0.103458
E05000568,Sutton,The Wrythe,2020,11647,148.2,1.482,78.58974359,7858.974359000001,"The Wrythe, Sutton, England",51.3670587,-0.1629561
E05000433,Lambeth,Thornton,2020,14893,108.3,1.083,137.51615880000003,13751.615880000001,"Thornton, Lambeth, England",51.4700682,-0.1132741
E05000165,Croydon,Thornton Heath,2020,17566,168.1,1.681,104.497323,10449.7323,"Thornton Heath, Croydon, England",51.3988709,-0.099602
E05000434,Lambeth,Thurlow Park,2020,14604,151.5,1.515,96.3960396,9639.603959999999,"Thurlow Park, Lambeth, England",51.4397011,-0.1064738
E05000102,Brent,Tokyngton,2020,20425,276.4,2.764,73.89652677,7389.652676999999,"Tokyngton, Brent, England",51.5502812,-0.2745029352662106
E05000381,Islington,Tollington,2020,14665,84.7,0.847,173.1404959,17314.049590000002,"Tollington, Islington, England",51.5575468,-0.1128611
E05000414,Kingston upon Thames,Tolworth and Hook Rise,2020,11368,259.5,2.595,43.80732177,4380.732177000001,"Tolworth and Hook Rise, Kingston upon Thames, England",51.3788758,-0.2828604
E05000626,Wandsworth,Tooting,2020,17088,160.4,1.604,106.53366580000001,10653.36658,"Tooting, Wandsworth, England",51.4266588,-0.1690768
E05000280,Haringey,Tottenham Green,2020,17680,136.1,1.361,129.904482,12990.4482,"Tottenham Green, Haringey, England",51.58775405,-0.07147608181567411
E05000281,Haringey,Tottenham Hale,2020,19673,191.1,1.911,102.9461015,10294.61015,"Tottenham Hale, Haringey, England",51.5881223,-0.0599366
E05000059,Barnet,Totteridge,2020,17383,876.8,8.767999999999999,19.82550182,1982.550182,"Totteridge, Barnet, England",51.6331335,-0.2008636
E05000210,Enfield,Town,2020,15988,223.3,2.233,71.59874608,7159.874608,"Town, Enfield, England",51.6521726,-0.081518
E05000264,Hammersmith and Fulham,Town,2020,11058,65.0,0.65,170.1230769,17012.30769,"Town, Hammersmith and Fulham, England",51.4920377,-0.2236401
E05000339,Hillingdon,Townfield,2020,16952,349.8,3.498,48.46197827,4846.197827,"Townfield, Hillingdon, England",51.5132871,-0.4181264
E05000471,Merton,Trinity,2020,10296,107.4,1.074,95.86592179,9586.592179000001,"Trinity, Merton, England",50.841602550000005,-3.429797397772014
E05000415,Kingston upon Thames,Tudor,2020,10382,158.3,1.5830000000000002,65.58433354,6558.433354,"Tudor, Kingston upon Thames, England",51.429961,-0.3052083
E05000435,Lambeth,Tulse Hill,2020,16429,102.9,1.0290000000000001,159.6598639,15965.98639,"Tulse Hill, Lambeth, England",51.439867,-0.1050481
E05000211,Enfield,Turkey Street,2020,15518,225.7,2.2569999999999997,68.75498449,6875.498449,"Turkey Street, Enfield, England",51.6727331,-0.047176
E05000365,Hounslow,Turnham Green,2020,12265,176.6,1.766,69.45073613,6945.073613,"Turnham Green, Hounslow, England",51.4951314,-0.2546948
E05000531,Richmond upon Thames,Twickenham Riverside,2020,11203,196.2,1.962,57.09989806,5709.9898060000005,"Twickenham Riverside, Richmond upon Thames, England",51.4467444,-0.3281887
E05000060,Barnet,Underhill,2020,16637,455.2,4.552,36.54876977,3654.8769770000004,"Underhill, Barnet, England",51.6477684,-0.190891
E05000323,Havering,Upminster,2020,13459,2253.4,22.534000000000002,5.972752285,597.2752285,"Upminster, Havering, England",51.5589502,0.2520875
E05000212,Enfield,Upper Edmonton,2020,21212,265.1,2.6510000000000002,80.01508865,8001.508865000001,"Upper Edmonton, Enfield, England",51.6203392,-0.0659791
E05000166,Croydon,Upper Norwood,2020,17070,262.0,2.62,65.15267176,6515.267175999999,"Upper Norwood, Croydon, England",51.4164053,-0.0940347
E05000340,Hillingdon,Uxbridge North,2020,16260,463.3,4.633,35.09605008,3509.605008,"Uxbridge North, Hillingdon, England",51.546655,-0.4775114
E05000341,Hillingdon,Uxbridge South,2020,15930,311.7,3.117,51.10683349,5110.683349,"Uxbridge South, Hillingdon, England",51.546655,-0.4775114
E05000040,Barking and Dagenham,Valence,2020,11776,129.3,1.2930000000000001,91.07501933,9107.501933,"Valence, Barking and Dagenham, England",51.558249399999994,0.13445002037038217
E05000514,Redbridge,Valentines,2020,16346,150.2,1.5019999999999998,108.82822900000001,10882.8229,"Valentines, Redbridge, England",51.56885695,0.07113179188081206
E05000607,Waltham Forest,Valley,2020,12210,198.1,1.9809999999999999,61.63553761,6163.553761,"Valley, Waltham Forest, England",42.5664846,-71.1576164
E05000436,Lambeth,Vassall,2020,17135,112.9,1.129,151.7714792,15177.14792,"Vassall, Lambeth, England",51.4779421,-0.1053524
E05000248,Hackney,Victoria,2020,14352,80.4,0.804,178.5074627,17850.74627,"Victoria, Hackney, England",51.545713649999996,-0.07010039896937992
E05000041,Barking and Dagenham,Village,2020,11212,214.0,2.14,52.39252336,5239.252336,"Village, Barking and Dagenham, England",51.5541171,0.15050434261994267
E05000472,Merton,Village,2020,8594,621.8,6.218,13.82116436,1382.116436,"Village, Merton, England",51.410802849999996,-0.18809850595572736
E05000554,Southwark,Village,2020,13029,278.8,2.7880000000000003,46.73242468,4673.242468,"Village, Southwark, England",51.5029222,-0.103458
E05000646,Westminster,Vincent Square,2020,12419,68.6,0.6859999999999999,181.0349854,18103.49854,"Vincent Square, Westminster, England",51.4940178,-0.1362304
E05000167,Croydon,Waddon,2020,18617,364.4,3.6439999999999997,51.08946213,5108.946213,"Waddon, Croydon, England",51.3673011,-0.1173627
E05000493,Newham,Wall End,2020,16056,137.9,1.379,116.4321972,11643.219720000001,"Wall End, Newham, England",51.5342327,0.0624751
E05000569,Sutton,Wallington North,2020,12048,161.7,1.617,74.50834879,7450.834879000001,"Wallington North, Sutton, England",51.357945,-0.1495621
E05000570,Sutton,Wallington South,2020,11208,171.9,1.719,65.20069808,6520.069808,"Wallington South, Sutton, England",51.357945,-0.1495621
E05000192,Ealing,Walpole,2020,13550,146.6,1.466,92.42837653,9242.837653,"Walpole, Ealing, England",51.5060204,-0.3049015
E05000571,Sutton,Wandle Valley,2020,14256,205.5,2.055,69.37226277,6937.226277,"Wandle Valley, Sutton, England",51.3705857,-0.1524706
E05000627,Wandsworth,Wandsworth Common,2020,15199,276.0,2.76,55.06884058,5506.884058,"Wandsworth Common, Wandsworth, England",51.44848475,-0.16765005277853692
E05000515,Redbridge,Wanstead,2020,12711,519.8,5.1979999999999995,24.45363601,2445.363601,"Wanstead, Redbridge, England",51.575646,0.0286373
E05000647,Westminster,Warwick,2020,10578,57.4,0.574,184.28571430000002,18428.57143,"Warwick, Westminster, England",51.49240735,-0.13970480261141285
E05000304,Harrow,Wealdstone,2020,12905,119.3,1.193,108.1726739,10817.26739,"Wealdstone, Harrow, England",51.5936353,-0.3294758
E05000588,Tower Hamlets,Weavers,2020,15439,77.9,0.779,198.1899872,19818.99872,"Weavers, Tower Hamlets, England",51.1288633,1.2986686
E05000103,Brent,Welsh Harp,2020,14248,231.2,2.312,61.62629758,6162.629758,"Welsh Harp, Brent, England",51.57229615,-0.2421725773521155
E05000104,Brent,Wembley Central,2020,17787,160.3,1.6030000000000002,110.9606987,11096.069870000001,"Wembley Central, Brent, England",51.5523278,-0.2966751
E05000473,Merton,West Barnes,2020,10956,195.1,1.9509999999999998,56.15581753,5615.581753,"West Barnes, Merton, England",51.3977576,-0.2383655
E05000342,Hillingdon,West Drayton,2020,19070,349.0,3.49,54.64183381,5464.183381,"West Drayton, Hillingdon, England",51.503513,-0.4662704
E05000649,Westminster,West End,2020,13620,199.6,1.996,68.23647295,6823.647295000001,"West End, Westminster, England",50.9503558,-2.6703753
E05000061,Barnet,West Finchley,2020,17818,216.1,2.161,82.45256826,8245.256826,"West Finchley, Barnet, England",51.6088451,-0.1946371
E05000282,Haringey,West Green,2020,14714,139.8,1.3980000000000001,105.25035770000001,10525.03577,"West Green, Haringey, England",51.5868063,-0.0898489
E05000494,Newham,West Ham,2020,16581,133.5,1.335,124.2022472,12420.22472,"West Ham, Newham, England",51.5280966,0.0045685
E05000145,Camden,West Hampstead,2020,14346,88.7,0.887,161.7361894,16173.61894,"West Hampstead, Camden, England",51.5468194,-0.1899646
E05000305,Harrow,West Harrow,2020,10710,152.1,1.521,70.41420118,7041.420118000001,"West Harrow, Harrow, England",51.5795852,-0.3530692
E05000062,Barnet,West Hendon,2020,20954,342.6,3.426,61.16170461,6116.170461,"West Hendon, Barnet, England",51.578213,-0.2403793
E05000628,Wandsworth,West Hill,2020,16841,168.8,1.6880000000000002,99.76895735,9976.895735,"West Hill, Wandsworth, England",51.4568485,-0.2002784
E05000629,Wandsworth,West Putney,2020,15454,184.6,1.8459999999999999,83.71614301,8371.614301000001,"West Putney, Wandsworth, England",51.4609339,-0.2153478
E05000343,Hillingdon,West Ruislip,2020,12490,439.0,4.39,28.45102506,2845.1025059999997,"West Ruislip, Hillingdon, England",51.5695047,-0.4370447
E05000168,Croydon,West Thornton,2020,19399,197.4,1.974,98.27254306,9827.254306,"West Thornton, Croydon, England",51.3988709,-0.099602
E05000532,Richmond upon Thames,West Twickenham,2020,11234,245.6,2.456,45.74104235,4574.104235,"West Twickenham, Richmond upon Thames, England",51.4467444,-0.3281887
E05000127,Bromley,West Wickham,2020,15380,441.3,4.413,34.85157489,3485.157489,"West Wickham, Bromley, England",51.3758036,-0.0146843
E05000648,Westminster,Westbourne,2020,14060,67.4,0.674,208.60534119999997,20860.53412,"Westbourne, Westminster, England",51.519423700000004,-0.1948299699387988
E05000042,Barking and Dagenham,Whalebone,2020,12789,155.4,1.554,82.2972973,8229.72973,"Whalebone, Barking and Dagenham, England",51.5690082,0.144249
E05000283,Haringey,White Hart Lane,2020,13604,169.7,1.6969999999999998,80.16499705,8016.499704999999,"White Hart Lane, Haringey, England",51.6045762,-0.0707857
E05000589,Tower Hamlets,Whitechapel,2020,20393,91.8,0.9179999999999999,222.14596949999998,22214.59695,"Whitechapel, Tower Hamlets, England",51.5186227,-0.0620807
E05000454,Lewisham,Whitefoot,2020,15658,222.4,2.224,70.40467626,7040.467626000001,"Whitefoot, Lewisham, England",51.4326029,0.007191
E05000533,Richmond upon Thames,Whitton,2020,10499,162.3,1.6230000000000002,64.68884781,6468.884781000001,"Whitton, Richmond upon Thames, England",51.4511693,-0.3579759
E05000249,Hackney,Wick,2020,13193,163.2,1.632,80.83946078,8083.946078,"Wick, Hackney, England",51.543433,-0.0240839
E05000105,Brent,Willesden Green,2020,16714,154.7,1.547,108.04137040000002,10804.137040000001,"Willesden Green, Brent, England",51.5493524,-0.222223
E05000608,Waltham Forest,William Morris,2020,16639,99.9,0.9990000000000001,166.5565566,16655.65566,"William Morris, Waltham Forest, England",51.5912043,-0.0077676
E05000474,Merton,Wimbledon Park,2020,12359,230.0,2.3,53.73478261,5373.478261,"Wimbledon Park, Merton, England",51.4369518,-0.1993261
E05000213,Enfield,Winchmore Hill,2020,14453,275.7,2.7569999999999997,52.42292347,5242.292347,"Winchmore Hill, Enfield, England",51.6333948,-0.1033617
E05000609,Waltham Forest,Wood Street,2020,15087,184.5,1.845,81.77235772,8177.235772,"Wood Street, Waltham Forest, England",51.587041,-0.0016791
E05000063,Barnet,Woodhouse,2020,18883,261.2,2.612,72.29326187,7229.326187000001,"Woodhouse, Barnet, England",51.6114458,-0.1688209917227466
E05000169,Croydon,Woodside,2020,17149,216.7,2.167,79.13705584,7913.705584,"Woodside, Croydon, England",51.3870773,-0.0653308
E05000284,Haringey,Woodside,2020,16286,149.2,1.492,109.155496,10915.5496,"Woodside, Haringey, England",51.603495,-0.10091296536363757
E05000229,Greenwich,Woolwich Common,2020,21857,262.0,2.62,83.42366412,8342.366412000001,"Woolwich Common, Greenwich, England",51.47671115,0.05395906713699389
E05000230,Greenwich,Woolwich Riverside,2020,23546,319.5,3.195,73.69640063,7369.640063,"Woolwich Riverside, Greenwich, England",51.4826696,0.0623335
E05000572,Sutton,Worcester Park,2020,13199,195.7,1.9569999999999999,67.44506898,6744.506898000001,"Worcester Park, Sutton, England",51.3783998,-0.2416023
E05000265,Hammersmith and Fulham,Wormholt and White City,2020,13482,90.4,0.904,149.1371681,14913.71681,"Wormholt and White City, Hammersmith and Fulham, England",51.5078121,-0.2406007
E05000344,Hillingdon,Yeading,2020,14959,233.2,2.332,64.14665523,6414.665523,"Yeading, Hillingdon, England",51.527239,-0.3992705
E05000345,Hillingdon,Yiewsley,2020,15332,401.3,4.013,38.20583105,3820.5831049999997,"Yiewsley, Hillingdon, England",51.5128661,-0.4741522
