Code,Borough,Neighborhood,Year,Population,Hectares,Square_Kilometres,Population_per_hectare,Population_per_square_kilometre,address,Latitude,Longitude
E05000026,Barking and Dagenham,Abbey,2020,16246,127.9,1.2790000000000001,127.0211102,12702.11102,"Abbey, Barking and Dagenham, England",51.5356876,0.07553043645175103
E05000455,Merton,Abbey,2020,10933,139.3,1.393,78.48528356,7848.528356,"Abbey, Merton, England",51.41305415,-0.18334646658823173
E05000630,Westminster,Abbey Road,2020,13331,109.5,1.095,121.7442922,12174.42922,"Abbey Road, Westminster, England",51.5340933,-0.1795893
E05000214,Greenwich,Abbey Wood,2020,16376,265.3,2.653,61.72634753,6172.634753,"Abbey Wood, Greenwich, England",51.487621,0.1140504
E05000382,Kensington and Chelsea,Addington,2020,11203,62.9,0.629,178.1081081,17810.81081,"Addington, Kensington and Chelsea, England",0.0,0.0
E05000170,Ealing,Acton Central,2020,16098,177.5,1.775,90.69295775,9069.295775,"Acton Central, Ealing, England",51.5087164,-0.2628073
E05000146,Croydon,Addiscombe,2020,18607,159.5,1.595,116.6583072,11665.83072,"Addiscombe, Croydon, England",51.3796916,-0.0742821
E05000250,Hammersmith and Fulham,Addison,2020,11359,55.3,0.5529999999999999,205.4068716,20540.687159999998,"Addison, Hammersmith and Fulham, England",51.5008927,-0.217615
E05000495,Redbridge,Aldborough,2020,16413,861.2,8.612,19.05829076,1905.8290760000002,"Aldborough, Redbridge, England",54.0911361,-1.3804879
E05000266,Haringey,Alexandra,2020,12833,261.3,2.613,49.11213165,4911.213165,"Alexandra, Haringey, England",51.5942224,-0.13085714680658356
E05000400,Kingston upon Thames,Alexandra,2020,10574,267.7,2.677,39.49943967,3949.943967,"Alexandra, Kingston upon Thames, England",51.38648405,-0.28626792477186014
E05000027,Barking and Dagenham,Alibon,2020,11320,136.1,1.361,83.17413666,8317.413666,"Alibon, Barking and Dagenham, England",51.5482797,0.153244
E05000085,Brent,Alperton,2020,17817,205.8,2.0580000000000003,86.57434402,8657.434401999999,"Alperton, Brent, England",51.5408036,-0.3000963
E05000147,Croydon,Ashburton,2020,14619,271.4,2.714,53.865143700000004,5386.51437,"Ashburton, Croydon, England",51.3853026,-0.06575066301783374
E05000251,Hammersmith and Fulham,Askew,2020,14663,75.9,0.759,193.18840580000003,19318.84058,"Askew, Hammersmith and Fulham, England",51.5052325,-0.2444416
E05000252,Hammersmith and Fulham,Avonmore and Brook Green,2020,11843,89.5,0.895,132.3240223,13232.40223,"Avonmore and Brook Green, Hammersmith and Fulham, England",0.0,0.0
E05000610,Wandsworth,Balham,2020,15329,120.8,1.208,126.89569540000001,12689.56954,"Balham, Wandsworth, England",51.4456449,-0.1503643
E05000496,Redbridge,Barkingside,2020,13707,152.7,1.527,89.76424361,8976.424361,"Barkingside, Redbridge, England",51.5858181,0.0886245
E05000064,Bexley,Barnehurst,2020,11242,287.0,2.87,39.17073171,3917.073171,"Barnehurst, Bexley, England",51.4650212,0.1596467
E05000516,Richmond upon Thames,Barnes,2020,10321,301.0,3.01,34.28903654,3428.9036539999997,"Barnes, Richmond upon Thames, England",51.4718962,-0.2387441
E05000086,Brent,Barnhill,2020,16782,297.5,2.975,56.41008403,5641.008403,"Barnhill, Brent, England",51.5640905,-0.2631011
E05000324,Hillingdon,Barnhill,2020,14201,211.9,2.119,67.01746107,6701.746107,"Barnhill, Hillingdon, England",51.5879314,-0.3930981
E05000366,Islington,Barnsbury,2020,14096,83.0,0.83,169.8313253,16983.132530000003,"Barnsbury, Islington, England",51.5389351,-0.114735
E05000631,Westminster,Bayswater,2020,11660,51.8,0.518,225.0965251,22509.65251,"Bayswater, Westminster, England",51.5122764,-0.1883854
E05000475,Newham,Beckton,2020,16785,625.6,6.256,26.83024297,2683.024297,"Beckton, Newham, England",51.5160797,0.0594257
E05000028,Barking and Dagenham,Becontree,2020,15016,128.4,1.284,116.9470405,11694.70405,"Becontree, Barking and Dagenham, England",51.5403111,0.1265241
E05000555,Sutton,Beddington North,2020,10780,498.0,4.98,21.64658635,2164.6586350000002,"Beddington North, Sutton, England",51.3719875,-0.1323928
E05000556,Sutton,Beddington South,2020,11355,306.1,3.0610000000000004,37.09572035,3709.572035,"Beddington South, Sutton, England",51.3719875,-0.1323928
E05000346,Hounslow,Bedfont,2020,13718,444.7,4.447,30.84776254,3084.776254,"Bedfont, Hounslow, England",51.4530683,-0.4334413
E05000611,Wandsworth,Bedford,2020,14290,180.4,1.804,79.21286031,7921.286031000001,"Bedford, Wandsworth, England",51.4427243,-0.1493607
E05000437,Lewisham,Bellingham,2020,16234,308.5,3.085,52.62236629,5262.236629,"Bellingham, Lewisham, England",51.4329913,-0.0193662
E05000285,Harrow,Belmont,2020,11731,177.9,1.7790000000000001,65.94154019,6594.154019,"Belmont, Harrow, England",51.601225,-0.3181008
E05000557,Sutton,Belmont,2020,10799,233.7,2.3369999999999997,46.20881472,4620.881472,"Belmont, Sutton, England",51.3438964,-0.1987852
E05000128,Camden,Belsize,2020,14517,78.0,0.78,186.1153846,18611.53846,"Belsize, Camden, England",51.5473926,-0.1683005
E05000065,Bexley,Belvedere,2020,13707,316.1,3.161,43.36285985,4336.285985,"Belvedere, Bexley, England",51.4894735,0.1473593
E05000148,Croydon,Bensham Manor,2020,17397,144.6,1.446,120.3112033,12031.12033,"Bensham Manor, Croydon, England",51.39715405,-0.10693439866932547
E05000401,Kingston upon Thames,Berrylands,2020,10900,145.2,1.452,75.06887052,7506.887051999999,"Berrylands, Kingston upon Thames, England",51.3937811,-0.2848024
E05000573,Tower Hamlets,Bethnal Green North,2020,15581,82.3,0.823,189.31956259999998,18931.95626,"Bethnal Green North, Tower Hamlets, England",51.5303456,-0.0561633
E05000574,Tower Hamlets,Bethnal Green South,2020,15207,88.1,0.8809999999999999,172.6106697,17261.06697,"Bethnal Green South, Tower Hamlets, England",51.5303456,-0.0561633
E05000402,Kingston upon Thames,Beverley,2020,11619,188.0,1.88,61.80319149,6180.319149,"Beverley, Kingston upon Thames, England",51.393398,-0.2413594
E05000106,Bromley,Bickley,2020,16499,486.9,4.869,33.88580817,3388.580817,"Bickley, Bromley, England",51.4017399,0.0437122
E05000107,Bromley,Biggin Hill,2020,10810,828.2,8.282,13.052402800000001,1305.24028,"Biggin Hill, Bromley, England",51.3200368,0.0094791
E05000416,Lambeth,Bishop's,2020,10829,153.4,1.534,70.59322034,7059.322034000001,"Bishop's, Lambeth, England",51.4935902,-0.1097627
E05000066,Bexley,Blackfen and Lamorbey,2020,11055,168.7,1.6869999999999998,65.53052756,6553.052756,"Blackfen and Lamorbey, Bexley, England",51.4505408,0.1030617
E05000438,Lewisham,Blackheath,2020,15663,231.3,2.313,67.71725032,6771.725031999999,"Blackheath, Lewisham, England",51.4663175,0.0085624
E05000215,Greenwich,Blackheath Westcombe,2020,13762,213.8,2.138,64.36856876,6436.856876,"Blackheath Westcombe, Greenwich, England",51.4775675,0.0190989
E05000575,Tower Hamlets,Blackwall and Cubitt Town,2020,34163,296.7,2.967,115.1432423,11514.32423,"Blackwall and Cubitt Town, Tower Hamlets, England",0.0,0.0
E05000067,Bexley,Blendon and Penhill,2020,11094,209.8,2.0980000000000003,52.87893232,5287.893232,"Blendon and Penhill, Bexley, England",51.4479922,0.1198055
E05000129,Camden,Bloomsbury,2020,12398,102.1,1.021,121.4299706,12142.99706,"Bloomsbury, Camden, England",51.523126,-0.1260664
E05000476,Newham,Boleyn,2020,18397,91.6,0.9159999999999999,200.8406114,20084.06114,"Boleyn, Newham, England",51.530422,0.0381070001641728
E05000325,Hillingdon,Botwell,2020,22637,437.2,4.372,51.77721866,5177.721866,"Botwell, Hillingdon, England",51.517552,-0.4271826
E05000267,Haringey,Bounds Green,2020,15214,138.4,1.3840000000000001,109.92774569999999,10992.77457,"Bounds Green, Haringey, England",51.607376,-0.1249047
E05000576,Tower Hamlets,Bow East,2020,19334,185.8,1.858,104.058127,10405.8127,"Bow East, Tower Hamlets, England",51.5297195,-0.016727648696709507
E05000577,Tower Hamlets,Bow West,2020,14155,134.7,1.347,105.0853749,10508.53749,"Bow West, Tower Hamlets, England",51.5283085,-0.0194816
E05000193,Enfield,Bowes,2020,15169,148.5,1.485,102.14814809999999,10214.81481,"Bowes, Enfield, England",51.6123266,-0.1000295
E05000068,Bexley,Brampton,2020,11043,197.3,1.973,55.97060314,5597.060314,"Brampton, Bexley, England",51.4746575,0.1260092
E05000347,Hounslow,Brentford,2020,19029,318.7,3.187,59.70818952,5970.8189520000005,"Brentford, Hounslow, England",51.4863958,-0.3216623
E05000497,Redbridge,Bridge,2020,12581,257.9,2.5789999999999997,48.78247383,4878.247383,"Bridge, Redbridge, England",51.5763203,0.0454097
E05000417,Lambeth,Brixton Hill,2020,17203,112.9,1.129,152.3737821,15237.378209999999,"Brixton Hill, Lambeth, England",51.4458757,-0.1242852
E05000149,Croydon,Broad Green,2020,22404,266.7,2.667,84.00449944,8400.449944,"Broad Green, Croydon, England",51.3833946,-0.1083305
E05000439,Lewisham,Brockley,2020,19273,168.6,1.686,114.311981,11431.1981,"Brockley, Lewisham, England",51.4578328,-0.0360868
E05000108,Bromley,Bromley Common and Keston,2020,17860,832.1,8.321,21.46376637,2146.3766370000003,"Bromley Common and Keston, Bromley, England",51.36114725,0.03250332240978174
E05000109,Bromley,Bromley Town,2020,20163,371.8,3.718,54.23076923,5423.076923,"Bromley Town, Bromley, England",51.4028046,0.0148142
E05000578,Tower Hamlets,Bromley-by-Bow,2020,21637,107.4,1.074,201.461825,20146.1825,"Bromley-by-Bow, Tower Hamlets, England",51.5266309,-0.0172319
E05000383,Kensington and Chelsea,Brompton,2020,9120,95.5,0.955,95.4973822,9549.738220000001,"Brompton, Kensington and Chelsea, England",51.4918222,-0.178326
E05000087,Brent,Brondesbury Park,2020,13630,172.2,1.722,79.15214866,7915.214865999999,"Brondesbury Park, Brent, England",51.5405138,-0.2103359
E05000306,Havering,Brooklands,2020,19634,420.1,4.2010000000000005,46.73649131,4673.649131,"Brooklands, Havering, England",51.5807764,0.1734282
E05000231,Hackney,Brownswood,2020,15740,84.1,0.841,187.15814509999998,18715.81451,"Brownswood, Hackney, England",51.56397355,-0.0927343274505367
E05000268,Haringey,Bruce Grove,2020,15530,93.1,0.9309999999999999,166.80988180000003,16680.98818,"Bruce Grove, Haringey, England",51.593712,-0.0700556
E05000326,Hillingdon,Brunel,2020,14560,327.7,3.2769999999999997,44.430881899999996,4443.0881899999995,"Brunel, Hillingdon, England",51.53255315,-0.47399356205057463
E05000043,Barnet,Brunswick Park,2020,16866,317.4,3.174,53.13799622,5313.7996219999995,"Brunswick Park, Barnet, England",51.6262191,-0.1481899
E05000534,Southwark,Brunswick Park,2020,13880,93.5,0.935,148.4491979,14844.91979,"Brunswick Park, Southwark, England",51.475618999999995,-0.08586958740689066
E05000632,Westminster,Bryanston and Dorset Square,2020,14008,72.3,0.723,193.74827109999998,19374.82711,"Bryanston and Dorset Square, Westminster, England",51.51947245,-0.15704928810386884
E05000367,Islington,Bunhill,2020,19215,108.9,1.089,176.446281,17644.6281,"Bunhill, Islington, England",51.523487149999994,-0.08875709174412708
E05000044,Barnet,Burnt Oak,2020,20282,206.4,2.064,98.26550388,9826.550388,"Burnt Oak, Barnet, England",51.6028082,-0.2640125
E05000194,Enfield,Bush Hill Park,2020,14766,252.6,2.526,58.45605701,5845.6057009999995,"Bush Hill Park, Enfield, England",51.6417042,-0.0694005
E05000368,Islington,Caledonian,2020,16656,113.8,1.138,146.3620387,14636.20387,"Caledonian, Islington, England",51.54332,-0.1176531
E05000535,Southwark,Camberwell Green,2020,17000,97.5,0.975,174.3589744,17435.89744,"Camberwell Green, Southwark, England",51.474978449999995,-0.09264989856352934
E05000130,Camden,Camden Town with Primrose Hill,2020,14423,116.6,1.166,123.69639790000001,12369.639790000001,"Camden Town with Primrose Hill, Camden, England",0.0,0.0
E05000384,Kensington and Chelsea,Campden,2020,8502,91.2,0.912,93.22368421,9322.368421,"Campden, Kensington and Chelsea, England",51.50285115,-0.19954406493316598
E05000403,Kingston upon Thames,Canbury,2020,16346,124.1,1.2409999999999999,131.7163578,13171.63578,"Canbury, Kingston upon Thames, England",51.41749865,-0.30555280504926163
E05000590,Waltham Forest,Cann Hall,2020,14350,86.0,0.86,166.86046509999997,16686.04651,"Cann Hall, Waltham Forest, England",0.0,0.0
E05000477,Newham,Canning Town North,2020,18971,252.3,2.523,75.19223147,7519.223147,"Canning Town North, Newham, England",51.5139887,0.0082987
